"SYSTEM", "1", "SYSTEM", "System Start", " "
"main", "885", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:119", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, movableFigures"
"main", "886", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:120", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=120"
"main", "887", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:120", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, rotatableFigures"
"main", "888", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:121", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=121"
"main", "889", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:121", "Field Read", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1, scalableFigures"
"main", "890", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:123", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=123"
"main", "891", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:123", "Field Read", " context=se.hig.oodp.lab.utility.DebugLogger, log"
"main", "892", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:124", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=124"
"main", "893", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:124", "Method Exit", " returner=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createSquare:1, value=<void>"
"main", "894", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:32", "Method Returned", " "
"main", "895", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:34", "Line Step", " file=se/hig/oodp/lab/control/test/FigureHandlerTest.java, line=34"
"main", "896", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:34", "Field Read", " context=se.hig.oodp.lab.control.test.FigureHandlerTest, XCOORDS"
"main", "897", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:34", "Field Read", " context=se.hig.oodp.lab.control.test.FigureHandlerTest, YCOORDS"
"main", "898", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:34", "Field Read", " context=se.hig.oodp.lab.control.test.FigureHandlerTest, XCOORDS"
"main", "899", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:35", "Line Step", " file=se/hig/oodp/lab/control/test/FigureHandlerTest.java, line=35"
"main", "900", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:35", "Field Read", " context=se.hig.oodp.lab.control.test.FigureHandlerTest, YCOORDS"
"main", "901", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:35", "Field Read", " context=se.hig.oodp.lab.control.test.FigureHandlerTest, XCOORDS"
"main", "902", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:35", "Field Read", " context=se.hig.oodp.lab.control.test.FigureHandlerTest, YCOORDS"
"main", "903", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:34", "Line Step", " file=se/hig/oodp/lab/control/test/FigureHandlerTest.java, line=34"
"main", "904", "se/hig/oodp/lab/control/test/FigureHandlerTest.java:34", "Method Call", " caller=se.hig.oodp.lab.control.test.FigureHandlerTest#main:1, target=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1"
"main", "905", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:127", "Method Entered", " "
"main", "906", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:127", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, vy1=1.0"
"main", "907", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:127", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, vx1=-1.0"
"main", "908", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:127", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, vy2=0.0"
"main", "909", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:127", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, vy0=2.0"
"main", "910", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:127", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, vx2=0.0"
"main", "911", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:127", "Variable Write", " context=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, vx0=-2.0"
"main", "912", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:130", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=130"
"main", "913", "SYSTEM", "Type Load", " class=se.hig.oodp.lab.model.figure.Triangle"
"main", "914", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:130", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:16"
"main", "915", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:130", "Method Call", " caller=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, target=se.hig.oodp.lab.model.Vertex2D:16#se.hig.oodp.lab.model.Vertex2D:16"
"main", "916", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "917", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:16#se.hig.oodp.lab.model.Vertex2D:16, y=2.0"
"main", "918", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:16#se.hig.oodp.lab.model.Vertex2D:16, x=-2.0"
"main", "919", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "920", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "921", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:16, x=-2.0"
"main", "922", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "923", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:16, y=2.0"
"main", "924", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "925", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:16#se.hig.oodp.lab.model.Vertex2D:16, value=<void>"
"main", "926", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:130", "Method Returned", " "
"main", "927", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:131", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=131"
"main", "928", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:131", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:17"
"main", "929", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:131", "Method Call", " caller=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, target=se.hig.oodp.lab.model.Vertex2D:17#se.hig.oodp.lab.model.Vertex2D:17"
"main", "930", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "931", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:17#se.hig.oodp.lab.model.Vertex2D:17, y=1.0"
"main", "932", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:17#se.hig.oodp.lab.model.Vertex2D:17, x=-1.0"
"main", "933", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "934", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "935", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:17, x=-1.0"
"main", "936", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "937", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:17, y=1.0"
"main", "938", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "939", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:17#se.hig.oodp.lab.model.Vertex2D:17, value=<void>"
"main", "940", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:131", "Method Returned", " "
"main", "941", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:132", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=132"
"main", "942", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:132", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:18"
"main", "943", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:132", "Method Call", " caller=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, target=se.hig.oodp.lab.model.Vertex2D:18#se.hig.oodp.lab.model.Vertex2D:18"
"main", "944", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "945", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:18#se.hig.oodp.lab.model.Vertex2D:18, y=0.0"
"main", "946", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:18#se.hig.oodp.lab.model.Vertex2D:18, x=0.0"
"main", "947", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "948", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "949", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:18, x=0.0"
"main", "950", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "951", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:18, y=0.0"
"main", "952", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "953", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:18#se.hig.oodp.lab.model.Vertex2D:18, value=<void>"
"main", "954", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:132", "Method Returned", " "
"main", "955", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:130", "Line Step", " file=se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java, line=130"
"main", "956", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:130", "New Object", " object=se.hig.oodp.lab.model.figure.Triangle:1"
"main", "957", "se/hig/oodp/lab/control/implementation/FigureHandlerImpl.java:130", "Method Call", " caller=se.hig.oodp.lab.control.implementation.FigureHandlerImpl:1#createTriangle:1, target=se.hig.oodp.lab.model.figure.Triangle:1#se.hig.oodp.lab.model.figure.Triangle:1"
"main", "958", "se/hig/oodp/lab/model/figure/Triangle.java:48", "Method Entered", " "
"main", "959", "se/hig/oodp/lab/model/figure/Triangle.java:48", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#se.hig.oodp.lab.model.figure.Triangle:1, v1=se.hig.oodp.lab.model.Vertex2D:17"
"main", "960", "se/hig/oodp/lab/model/figure/Triangle.java:48", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#se.hig.oodp.lab.model.figure.Triangle:1, v2=se.hig.oodp.lab.model.Vertex2D:18"
"main", "961", "se/hig/oodp/lab/model/figure/Triangle.java:48", "Variable Write", " context=se.hig.oodp.lab.model.figure.Triangle:1#se.hig.oodp.lab.model.figure.Triangle:1, v0=se.hig.oodp.lab.model.Vertex2D:16"
"main", "962", "se/hig/oodp/lab/model/figure/Triangle.java:50", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=50"
"main", "963", "se/hig/oodp/lab/model/figure/Triangle.java:50", "Method Call", " caller=se.hig.oodp.lab.model.figure.Triangle:1#se.hig.oodp.lab.model.figure.Triangle:1, target=se.hig.oodp.lab.model.figure.Figure:4#se.hig.oodp.lab.model.figure.Figure:2"
"main", "964", "se/hig/oodp/lab/model/figure/Figure.java:46", "Method Entered", " "
"main", "965", "se/hig/oodp/lab/model/figure/Figure.java:48", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=48"
"main", "966", "se/hig/oodp/lab/model/figure/Figure.java:48", "New Object", " object=se.hig.oodp.lab.model.Vertex2D:19"
"main", "967", "se/hig/oodp/lab/model/figure/Figure.java:48", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:4#se.hig.oodp.lab.model.figure.Figure:2, target=se.hig.oodp.lab.model.Vertex2D:19#se.hig.oodp.lab.model.Vertex2D:19"
"main", "968", "se/hig/oodp/lab/model/Vertex2D.java:24", "Method Entered", " "
"main", "969", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:19#se.hig.oodp.lab.model.Vertex2D:19, y=0.0"
"main", "970", "se/hig/oodp/lab/model/Vertex2D.java:24", "Variable Write", " context=se.hig.oodp.lab.model.Vertex2D:19#se.hig.oodp.lab.model.Vertex2D:19, x=0.0"
"main", "971", "se/hig/oodp/lab/model/Vertex2D.java:24", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=24"
"main", "972", "se/hig/oodp/lab/model/Vertex2D.java:26", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=26"
"main", "973", "se/hig/oodp/lab/model/Vertex2D.java:26", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:19, x=0.0"
"main", "974", "se/hig/oodp/lab/model/Vertex2D.java:27", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=27"
"main", "975", "se/hig/oodp/lab/model/Vertex2D.java:27", "Field Write", " context=se.hig.oodp.lab.model.Vertex2D:19, y=0.0"
"main", "976", "se/hig/oodp/lab/model/Vertex2D.java:28", "Line Step", " file=se/hig/oodp/lab/model/Vertex2D.java, line=28"
"main", "977", "se/hig/oodp/lab/model/Vertex2D.java:28", "Method Exit", " returner=se.hig.oodp.lab.model.Vertex2D:19#se.hig.oodp.lab.model.Vertex2D:19, value=<void>"
"main", "978", "se/hig/oodp/lab/model/figure/Figure.java:48", "Method Returned", " "
"main", "979", "se/hig/oodp/lab/model/figure/Figure.java:48", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=48"
"main", "980", "se/hig/oodp/lab/model/figure/Figure.java:48", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:4#se.hig.oodp.lab.model.figure.Figure:2, target=se.hig.oodp.lab.model.figure.Figure:4#se.hig.oodp.lab.model.figure.Figure:4"
"main", "981", "se/hig/oodp/lab/model/figure/Figure.java:36", "Method Entered", " "
"main", "982", "se/hig/oodp/lab/model/figure/Figure.java:36", "Variable Write", " context=se.hig.oodp.lab.model.figure.Figure:4#se.hig.oodp.lab.model.figure.Figure:4, position=se.hig.oodp.lab.model.Vertex2D:19"
"main", "983", "se/hig/oodp/lab/model/figure/Figure.java:38", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=38"
"main", "984", "se/hig/oodp/lab/model/figure/Figure.java:38", "Method Call", " caller=se.hig.oodp.lab.model.figure.Figure:4#se.hig.oodp.lab.model.figure.Figure:4, target=se.hig.oodp.lab.model.simplefigure.SimpleFigure:5#se.hig.oodp.lab.model.simplefigure.SimpleFigure:5"
"main", "985", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:23", "Method Entered", " "
"main", "986", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:23", "Variable Write", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:5#se.hig.oodp.lab.model.simplefigure.SimpleFigure:5, position=se.hig.oodp.lab.model.Vertex2D:19"
"main", "987", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:23", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/SimpleFigure.java, line=23"
"main", "988", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:25", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/SimpleFigure.java, line=25"
"main", "989", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:25", "Field Write", " context=se.hig.oodp.lab.model.simplefigure.SimpleFigure:5, position=se.hig.oodp.lab.model.Vertex2D:19"
"main", "990", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:26", "Line Step", " file=se/hig/oodp/lab/model/simplefigure/SimpleFigure.java, line=26"
"main", "991", "se/hig/oodp/lab/model/simplefigure/SimpleFigure.java:26", "Method Exit", " returner=se.hig.oodp.lab.model.simplefigure.SimpleFigure:5#se.hig.oodp.lab.model.simplefigure.SimpleFigure:5, value=<void>"
"main", "992", "se/hig/oodp/lab/model/figure/Figure.java:38", "Method Returned", " "
"main", "993", "se/hig/oodp/lab/model/figure/Figure.java:40", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=40"
"main", "994", "se/hig/oodp/lab/model/figure/Figure.java:40", "Field Write", " context=se.hig.oodp.lab.model.figure.Figure:4, vertices=java.util.ArrayList (id=151)"
"main", "995", "se/hig/oodp/lab/model/figure/Figure.java:41", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=41"
"main", "996", "se/hig/oodp/lab/model/figure/Figure.java:41", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:4#se.hig.oodp.lab.model.figure.Figure:4, value=<void>"
"main", "997", "se/hig/oodp/lab/model/figure/Figure.java:48", "Method Returned", " "
"main", "998", "se/hig/oodp/lab/model/figure/Figure.java:49", "Line Step", " file=se/hig/oodp/lab/model/figure/Figure.java, line=49"
"main", "999", "se/hig/oodp/lab/model/figure/Figure.java:49", "Method Exit", " returner=se.hig.oodp.lab.model.figure.Figure:4#se.hig.oodp.lab.model.figure.Figure:2, value=<void>"
"main", "1000", "se/hig/oodp/lab/model/figure/Triangle.java:50", "Method Returned", " "
"main", "1001", "se/hig/oodp/lab/model/figure/Triangle.java:52", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=52"
"main", "1002", "se/hig/oodp/lab/model/figure/Triangle.java:52", "Field Write", " context=se.hig.oodp.lab.model.figure.Triangle:1, v0=se.hig.oodp.lab.model.Vertex2D:16"
"main", "1003", "se/hig/oodp/lab/model/figure/Triangle.java:53", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=53"
"main", "1004", "se/hig/oodp/lab/model/figure/Triangle.java:53", "Field Write", " context=se.hig.oodp.lab.model.figure.Triangle:1, v1=se.hig.oodp.lab.model.Vertex2D:17"
"main", "1005", "se/hig/oodp/lab/model/figure/Triangle.java:54", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=54"
"main", "1006", "se/hig/oodp/lab/model/figure/Triangle.java:54", "Field Write", " context=se.hig.oodp.lab.model.figure.Triangle:1, v2=se.hig.oodp.lab.model.Vertex2D:18"
"main", "1007", "se/hig/oodp/lab/model/figure/Triangle.java:56", "Line Step", " file=se/hig/oodp/lab/model/figure/Triangle.java, line=56"
